,text
103,在乐可登看来，电竞具有体育和文化的双重属性。主场落地成都后，俱乐部也将更加注重向外界传播四川文化。
104,乐可登 图片来源：每经记者 董兴生 摄
105,“很多传统体育俱乐部都有地域属性，很多人喜欢同一支队伍，会产生一种‘母队情结’。我们希望在一个地方获得强烈的归属感，让城市与俱乐部发生各种连接。”乐可登如此解释主场落地成都的原因。
106,10月24日下午，在刚启用的线下主场馆内，AG战队迎战佛山GK战队。现场的火爆程度，不亚于任何一场明星演唱会。
107,举办主场赛事，只是前奏。“今年和明年，会设想一个更完整的主场业态。”在乐可登的设想中，这种业态将会以电竞综合体的形式出现。
108,“电竞是Z世代年轻人最大公约数的爱好，让喜欢电竞的人聚集到这里，进行线下社交、消费。”乐可登说，未来，将通过“电竞＋”的形式，打造符合年轻人需求的完整主场业态。具体来说，“电竞＋剧本杀＋密室，是个不错的组合”。
109,每日经济新闻
110,KPL夏季赛卡位赛已经都打完了，在最后一场比赛中，成都AG超玩会1-4不敌苏州KSG，从S组掉到A组。这场比赛暴露出来的问题有很多，辅助爱思完全没有什么节奏，开团辅还是不敢开团。一诺莫名其妙阵亡的情况依然存在，而久诚的转线始终都没能解决。其实不仅仅是选手打法方面的问题，就连出装也是值得商榷的。爱思的鬼谷子不出奔狼，偏要做形昭之鉴，久诚的沈梦溪出装也遭到了质疑。
111,提到沈梦溪这个英雄，可能很多人都会想到久诚。因为当初算是久诚把这个英雄带火的，这种消耗型的大法师一直都是他比较擅长的。但这个赛季久诚的沈梦溪胜率并不高，8场只赢了两次，并且他的出装也值得商榷，先出了个法穿鞋，然后是面具加大书，整个KPL还没有第二个这么出装的人。
112,沈梦溪前期的大招CD很长，所以大部分选手会选择做CD鞋。毕竟前期对面没有什么魔抗，出法穿鞋没有太大的必要，并且法穿鞋的回蓝效果沈梦溪也用不上。第一个大件出面具没什么问题，但是久诚的第二件直接做了贤者之书，实在是很难理解。
113,贤者之书是法术装备里面最贵的（除了月神），这件装备的属性确实很好，但是和帽子有点类似，是需要堆法强才有效果的。每增加100法强才能提升0.8%的伤害，大书本身是400法强，面具的法强也很低，所以前期出贤者之书的性价比是很低的。改版之前的大书是叠被动的形式，现在变成了和法强相关，有点类似于帽子，所以肯定是后期出效果更好。
114,KPL其他的沈梦溪第二件装备选择比较多样，有人出回响，有人出梦魇，也有人出日暮之流，但是绝对没有人会直接憋一个大书出来，2990的价格对于中单来说真的太贵了，沈梦溪也不是个刷钱很快的英雄，第二件出大书确实没有什么性价比。当然并不是说这局比赛输了是因为久诚出了这本大书，这也不是AG失败的关键，只是说这个出装确实可以再优化一下，不管是选手还是教练组都可以再研究研究。
115,AG赛季初发挥得还不错，但是现在的状态仿佛又回到了春季赛，已经遭遇五连败了，不知道选手的心态会不会受到影响。春季赛那段期间，AG给人的感觉就是没什么希望，打谁都没有什么把握，这个赛季AG一度让大家看到了希望，但仔细想想，AG第一轮赢的几个对手都已经被淘汰了。第二轮S组的比赛其他强队可能有练阵容的意思，真到了关键比赛，狼队和KSG都给了AG当头一棒。AG本来积分就不多，想要打世冠选拔赛和挑战者杯的话必须要打进季后赛，真是任重而道远啊。
116,大家觉得沈梦溪这个出装是否合理呢？欢迎在评论区一起讨论吧。
117,成都AG超玩会以3：1的比分击败RW侠，成功拿到了一个大场积分，到目前为止，AG的积分已经来到了A组前两名，离S组只有一步之遥，下一场对阵深圳DYG，如果能拿下来，那么将会晋级到S组。
118,可以说，这个赛季的AG确实比之前要好很多，不管是教练组还是选手的发挥都让人眼前一亮，可以说，主教练小兽直接打脸了月光！
119,从整个大场的比赛来看，AG的变化是很多的，首先说一下教练组的BP吧，感觉正常了不少，至少和对面是55开的阵容，夏季赛开赛之前，俱乐部官宣小兽成为主教练，还被很多人质疑，说他是选手转教练，效果不一定好。
120,刚开始的时候，小兽的BP确实有瑕疵，比不过那些老教练，但现在看，基本上没什么问题了，AG前主教练月光还在直播间公开质疑小兽的BP，现在是不是觉得很打脸？
121,2019年夺冠之后，月光再次担任过AG的主教练，当时AG最后的成绩就是季后赛一轮游，到了张角做主教练，结果AG连季后赛都没进，成为AG回归后的最差战绩。
122,这次小兽扛起大旗，如果能在第一阶段让AG进入S组，那么相比而言，确实比月光和张角要靠谱，就算进不了S组，在A组也是前3的水平，对于一个新教练来说，确实是一个很不错的成绩了。
123,除了主教练，AG的选手也比较给力。
124,忆安上场的效果，其实不管是和啊泽做对比，还是和联盟其他战队的边路做对比，他都不算很突出，只能说中规中矩，没有FLY、坦然那样逆风能够站出来，或者说是单独给队伍开节奏。
125,但是很神奇，感觉忆安很适配这个战队，能够很好地配合队友，他不会为了自己的KDA而做不该做的事情，所以总体来说，忆安还是不错的。
126,未央的打野确实给了我们很多的惊喜，有网友说，AG的打野就是喜欢刷经济，但又带不起来节奏，但在未央身上，这些毛病肉眼可见地减少了。
127,在个版本依旧是野核，除非是蓝领野，如果打野没有经济，那么整局都不太好打，未央作为全国大赛的冠军打野，不仅对野区保护得很好，对游戏节奏的把握也做得不错，至少能看见他主动带节奏，去切对面C位。
128,从打野位来说，未央的加入，的确加强了不少，而且很符合版本的打法。
129,当然，忆安和未央能这么快融入AG，还是因为对整体的战略做了调整，以前喜欢围绕一诺打，现在面对部分阵容的时候，AG的重心是放在了上野，之前鲲鲲就说过，如果AG不改变一诺为核心的打法，他们就走不远。
130,这不，就这么一个点的改变，AG已经能成为A组前二，可见效果是真的好。
131,相比于上野，久诚的表现一直备受质疑，说他KDA好看，但打团就隐身，又不支援，他的沈梦溪接近50%的输出占比，但并没有什么用，不知道大家怎么看待，可以在评论区留言探讨一下。
132,一诺这赛季是打得越来越凶了，这场除了伽罗被针对得无力还手，拿到灵活性的射手还是挺勇的，比如他的马可波罗，直接开团将对面打了一波猝死团，让队伍拿到了那一小局的胜利，可以说，大家熟悉的一诺又回来了。
133,作为GP组合的另一位，爱思的表现就没有以前稳定了，有的时候白送，有的时候又能关键开团，反正挺吃状态的。
134,简单来说，AG这赛季确实变强了，有机会去S组的话也是一件好事，能够感受真正的强队之间的对抗。
135,王者荣耀2022KPL春季赛，常规赛第一轮比赛已经战罢。SAB三组的升降级战队，已经浮出水面。
136,其中KPL的老牌豪门，成都AG超玩会并没有如大多数网游猜测的那样，在第一轮晋级S组。而是在关键一战中，首局不敌MTG，随后以小分的劣势错失首轮晋级的机会。不多，对于AG超玩会而言，如果他们能在第一轮中找出队内的问题，对于他们第二轮冲击S组，还是有帮助的。
137,而关系到AG超玩会成绩的，不仅仅有选手和赛训组，还有其老板菲菲。对于KPL老观众，特别是成都AG超玩会的老粉丝而言，菲菲不仅是有钱的女老板，也是AG超玩会的保护神，她保住了AG超玩会和旗下选手。但她有一个缺点，那就是喜欢干预赛训。
138,还记得在2017年KPL秋季赛，成都AG超玩会为什么会季后赛一轮游，败给了新军RNGM？菲菲和马天元功不可没，现场教主教练不平怎么BP，最终也是间接导致老帅转会，成都AG26连败降级。有了这么惨痛的教训在前，菲菲在近几年，似乎改变了许多，很少去干预赛训。但在AG菲菲近期的直播中，她谈到过主教练人选的问题，也是为粉丝解了惑。
139,以下爆料来自于网络，各位成年玩家，请自行分辨真伪！
140,在网络爆料中，原来并不是其他主教练不愿意来成都AG超玩会，或者说怕舆论压力太大等原因。而是在给其他教练很高的OFFER（应该理解成薪资）的情况下，其他教练提出要换首发。其中菲菲还特别强调是要全部换掉。而菲菲则认为选手们都很优秀，教练的作用是帮选手们进步，而不是换掉所有首发。
141,那么，这里就有个争论的焦点，是真的全部都换，还是重点只轮换一诺？我们知道，上个转会期成都AG超超玩会没有任何投入，只启用了两个二队的选手，发育路极光和对抗路亿安。辅助位小北转会，辅助位还有爱思和CAT，中路有久诚和笑影，打野有汤汤和初晨，七年去了K甲。纸面上就这些选手，其他教练有的换吗？
142,那么在不补强的情况下，教练就只能从这些选手里面轮换。但可能全部轮换吗？全部轮换就是亿安、汤汤、笑影、极光和爱思。可是这套首发阵容，连平台杯都赢不了几场，怎么可能上这套阵容去打KPL？因此，从这里分析，不难发现，对于AG超玩会而言，只有可能个别轮换！
143,从本赛季CAT的表现来看，其在辅助位进步飞快，去年反向大招的鲁班大师，也成为了AG超玩会打开节奏的关键英雄。CAT是现在成都AG超玩会中，最稳定的的大腿。要用他，去轮换一个刚刚打AOV还输了的爱思，于情于理都不太可能。
